Artista,Nombre,Album,Imagen del Álbum,Popularidad,Duración (ms),Año de Lanzamiento
Kanye West,Hot Shit (feat. Ye & Lil Durk) - Instrumental,Hot Shit (feat. Ye & Lil Durk) [Instrumental],https://i.scdn.co/image/ab67616d0000b273b2fb52d8e6eb4a885f9b6407,29,211649,2022-06-30
Kanye West,Eazy,Eazy,https://i.scdn.co/image/ab67616d0000b273ef2666b36e49f0c103799d3e,48,234216,2022-06-24
Kanye West,True Love,True Love,https://i.scdn.co/image/ab67616d0000b273f52f6a4706fea3bde44467c3,77,148571,2022-05-27
Kanye West,City of Gods,City of Gods,https://i.scdn.co/image/ab67616d0000b2739cd828e243b08cb70b15d047,64,256000,2022-02-11
Kanye West,Hurricane,Hurricane,https://i.scdn.co/image/ab67616d0000b27331a80d2686b8a10d7925efb6,69,238182,2021-08-27
Kanye West,Life Of The Party (with André 3000),Life Of The Party,https://i.scdn.co/image/ab67616d0000b2739e78b538e33826b158e10a18,62,391656,2021-08-20
Kanye West,Wash Us In The Blood,Wash Us In The Blood,https://i.scdn.co/image/ab67616d0000b2732b2de7835bc93f1e368cee6d,58,189827,2020-06-30
Kanye West,I Love It (& Lil Pump),I Love It,https://i.scdn.co/image/ab67616d0000b273b6d544387b04e1d1a5f7926c,74,127946,2018-09-07
Kanye West,XTCY,XTCY,https://i.scdn.co/image/ab67616d0000b2734f5b6e427f9399d48ede8ece,46,176613,2018-08-30
Kanye West,Lift Yourself,Lift Yourself,https://i.scdn.co/image/ab67616d0000b27341c5c57a8cbba3f5c10ed99e,63,147904,2018-04-29
Kanye West,Ye vs. the People (starring TI as the People),Ye vs. the People (starring TI as the People),https://i.scdn.co/image/ab67616d0000b2732ec3a83efc834b752df73884,43,202641,2018-04-28
Kanye West,All Day,All Day,https://i.scdn.co/image/ab67616d0000b2734f96137ee493d57977218c2f,63,310906,2015-03-02
Kanye West,FourFiveSeconds,FourFiveSeconds,https://i.scdn.co/image/ab67616d0000b27336a9ed72b45e54ff307641be,81,188238,2015-01-24
Kanye West,Only One,Only One,https://i.scdn.co/image/ab67616d0000b273f2209e63affaa48af1b0a3b5,59,280226,2015-01-08
Kanye West,New God Flow,New God Flow,https://i.scdn.co/image/ab67616d0000b27325b48af98f6a17dce6ca5082,54,294906,2012-01-01
Kanye West,Mercy,Mercy,https://i.scdn.co/image/ab67616d0000b2732127d038204bc32c416d55e2,73,329320,2012-01-01
Kanye West,Cold,Cold,https://i.scdn.co/image/ab67616d0000b273cc651ed3ea1524935194a04a,46,219506,2012-01-01
Kanye West,Runaway,Runaway (Explicit Version),https://i.scdn.co/image/ab67616d0000b273090935e5030ea4d8b60bd462,55,339440,2010-01-01
Kanye West,Christmas In Harlem,Christmas In Harlem,https://i.scdn.co/image/ab67616d0000b273cf4cd47f8c1584b79bc0b4f5,52,236213,2010-01-01
Kanye West,Paranoid - NEW Mix,Paranoid,https://i.scdn.co/image/ab67616d0000b273be728739a03b5979dd82160d,27,285733,2009-01-01
Kanye West,Stronger,Stronger,https://i.scdn.co/image/ab67616d0000b273bcfdfd7c62c57a5a58a24b24,46,312373,2007-01-01
Kanye West,Can't Tell Me Nothing,Stronger,https://i.scdn.co/image/ab67616d0000b273bcfdfd7c62c57a5a58a24b24,41,272373,2007-01-01
Kanye West,Good Life,Good Life,https://i.scdn.co/image/ab67616d0000b2738c14fb3172a20bad1276632d,36,207040,2007-01-01
Kanye West,Can't Tell Me Nothing - Remix feat. Young Jeezy,Good Life,https://i.scdn.co/image/ab67616d0000b2738c14fb3172a20bad1276632d,33,247546,2007-01-01
Kanye West,Touch The Sky - Radio Edit,Touch The Sky,https://i.scdn.co/image/ab67616d0000b27341324b28296150c4a81e5363,38,236760,2006-01-01
Kanye West,Touch The Sky - Instrumental,Touch The Sky,https://i.scdn.co/image/ab67616d0000b27341324b28296150c4a81e5363,25,237186,2006-01-01
Kanye West,Impossible - Radio Edit,Impossible,https://i.scdn.co/image/ab67616d0000b2731e7ec8fb319ef0e323199bee,40,202786,2006-01-01
Kanye West,Diamonds From Sierra Leone - Remix,Diamonds from Sierra Leone Remix ft Jay.z,https://i.scdn.co/image/ab67616d0000b273cd8b26fa5706d5b37bd95b5c,34,215946,2005-01-01
Kanye West,Heard 'Em Say,Heard 'Em Say,https://i.scdn.co/image/ab67616d0000b273d097f06c79e213972f9639b0,31,204133,2005
Kanye West,Heard 'Em Say - Live from Abbey Road,Heard 'Em Say,https://i.scdn.co/image/ab67616d0000b273d097f06c79e213972f9639b0,23,253453,2005
Kanye West,Selfish,Selfish,https://i.scdn.co/image/ab67616d0000b27397024cccb9b02bdceab822fb,45,227666,2004-01-01
Kanye West,All Falls Down,All Falls Down,https://i.scdn.co/image/ab67616d0000b2737ac57a92eb24ee7907a715aa,38,221066,2004-01-01
Kanye West,Get Em High,All Falls Down,https://i.scdn.co/image/ab67616d0000b2737ac57a92eb24ee7907a715aa,28,291720,2004-01-01
Kanye West,Heavy Hitters - Dirty,All Falls Down,https://i.scdn.co/image/ab67616d0000b2737ac57a92eb24ee7907a715aa,30,237066,2004-01-01
Kanye West,Through The Wire - Live - From the House Of Blues,All Falls Down,https://i.scdn.co/image/ab67616d0000b2737ac57a92eb24ee7907a715aa,24,251426,2004-01-01
Kanye West,Through The Wire,Through The Wire,https://i.scdn.co/image/ab67616d0000b273c60cc8f3a03592d77afbada3,44,271200,2003-01-01
Kanye West,Two Words - Radio Edit,Through The Wire,https://i.scdn.co/image/ab67616d0000b273c60cc8f3a03592d77afbada3,33,267306,2003-01-01
